Part Number▲▼(all)SIC431SiC437ASiC437BSiC437CSiC437DSiC438ASiC438BSiC438CSiC438DSiC448SiC450SiC451SiC453SiC454SiC461SiC462SiC463SiC464SiC466SiC467SiC468SiC469SiC471SiC472SiC473SiC474SiC476SiC477SiC478SiC479SiC533SiC534SiC544SiC545SiC546SiC547SiC550SiC550ASiC575ASiC620SiC620ASiC620ARSiC620RSiC621SiC631SiC632SiC632ASiC634SiC638SiC638ASiC639SiC639ASiC642SiC642ASiC645SiC645ASiC647SiC648SiC648ASiC651SiC651ASiC652SiC652ASiC654SiC654ASiC657SiC657ASiC660SiC660ASiC673SiC675ASiC788SiC788ASiC789SiC789ASiC820SiC820ASiC822SiC822ASiC825SiC825ASiC830SiC830ASiC832SiC832ASiC840SiC840ASiC931SiC967SiC32201SiC32301SiC32302SiC32303SiC32304SiC32309SiC32311SiP2204SiP4282SiP4282ASiP12109SiP31001SiP32101SiP32102SiP32103SiP32104SiP32408SiP32409SiP32411SiP32413SiP32414SiP32416SiP32419SiP32429SiP32430SiP32431DNSiP32431DRSiP32432DNSiP32432DRSiP32433ASiP32433BSIP32434ASIP32434BSiP32451SiP32452SiP32453SiP32454SiP32455SiP32458SiP32459SiP32460SiP32461SiP32462SiP32467SiP32468SiP32475SiP32481DBSiP32501SiP32508SiP32509SiP32510,Status▲▼(all)ActiveNew,"Description▲▼(all)0.45 mO, integrated OR-ing switch with OR-ing controller, lossless current sense, and temperature report0.5 A power stage, 10 VIN to 24 VIN, 3.3 V and 5.5 V PWM with - mode0.6 mΩ, hot-swap eFuse, IMON, GOK, D_OC report latch on fault0.6 mΩ, hot-swap eFuse, IMON, PGD, D_OC report latch on fault0.8 V to 2.5 V, 28 mΩ, 1.5 ms rise time0.8 V to 2.5 V, 28 mΩ, 1.5 ms rise time, output discharge0.9 V to 2.5 V, 55 mΩ, bidirectional off isolation, fast turn on / off0.9 V to 2.5 V, 55 mΩ, bidirectional off isolation, fast turn on / off, output discharge0.9 V to 2.5 V, 55 mΩ, bidirectional off isolation, fast turn on and 98 µs turn off delay0.9 V to 2.5 V, 66 mΩ, 9.8 µs rise time, load switch1.1 V to 5 V, 62 mΩ, 150 μs rise time, output discharge1.1 V to 5 V, 101 mΩ, 150 μs rise time, output discharge1.1 V to 5.5 V, 2.5 ms rise time, output discharge1.1 V to 5.5 V, 42 mΩ, 2.5 ms rise time, bidirectional off isolation1.1 V to 5.5 V, 42 mΩ, 2.5 ms rise time, bidirectional off isolation, output discharge1.1 V to 5.5 V, 44 mΩ, 2.5 ms rise time, bidirectional off isolation1.1 V to 5.5 V, 44 mΩ, 2.5 ms rise time, bidirectional off isolation, output discharge1.1 V to 5.5 V, 150 μs rise time, output discharge1.2 V to 5.5 V, 44 mΩ, 1.6 ms rise time with bidirectional off isolation, output discharge1.2 V to 5.5 V, 47 mΩ, 200 µs rise time, bidirectional off isolation, output discharge1.2 V to 5.5 V, 50 mΩ, 7.5 µs rise time, bidirectional off isolation1.2 V to 5.5 V, 50 mΩ, 200 µs rise time, bidirectional off isolation1.2 V to 5.5 V, 50 mΩ, 200 µs rise time, bidirectional off isolation, output discharge1.2 V to 5.5 V, 50 mΩ, EN active low, bidirectional off isolation1.2 V to 5.5 V, 50 mΩ, EN active low, bidirectional off isolation, output discharge1.5 V to 5.5 V, 20 mΩ, bidirectional off isolation1.5 V to 5.5 V, 20 mΩ, output discharge1.5 V to 5.5 V, 105 mΩ, 10 pA IQ, bidirectional off isolation, EN active high1.5 V to 5.5 V, 105 mΩ, 10 pA IQ, bidirectional off isolation, EN active low1.5 V to 5.5 V, 105 mΩ, 100 µs rise time1.5 V to 5.5 V, 147 mΩ, 10 pA IQ, bidirectional off isolation, EN active high1.5 V to 5.5 V, 147 mΩ, 10 pA IQ, bidirectional off isolation, EN active low1.8 V to 5.5 V, 105 mΩ, 100 µs rise time, with UVLO2 A, 4.5 V to 60 V input, 100 kHz to 2 MHz, synchronous buck regulator2 A, 4.5 V to 60 V input, 100 kHz to 2 MHz, synchronous microBUCK regulator2.3 V to 5.5 V, 6.5 mΩ, 7 A, bidirectional switch, EN active high with internal pull-down resistor2.3 V to 5.5 V, 6.5 mΩ, 7 A, bidirectional switch, EN active low2.3 V to 5.5 V, 6.5 mΩ, 7 A, bidirectional switch, EN active low with internal pull-down resistor2.3 V to 5.5 V, 6.5 mΩ, 7 A, bidirectional switch, EN active low with internal pull-up resistor3 A, 4.5 V to 55 V input, 100 kHz to 2 MHz, synchronous microBUCK regulator3.5 A, 78 mΩ, 2.8 V to 23 V, programmable OVP and current limit, active reverse blocking, auto retry on fault3.5 A, 78 mΩ, 2.8 V to 23 V, programmable OVP and current limit, active reverse blocking, latch-off on fault4 A, 4.5 V to 15 V input, 1.5 MHz synchronous buck regulator4 A, 4.5 V to 60 V input, 100 kHz to 2 MHz, synchronous buck regulator4 A, 4.5 V to 60 V input, 100 kHz to 2 MHz, synchronous microBUCK regulator4.5 V to 18 V input, 20 A microBRICK® DC/DC regulator module4.5 V to 20 V input 12 A microBUCK DC/DC converter with PMBus4.5 V to 20 V input 15 A microBUCK DC/DC converter with PMBus4.5 V to 20 V input 25 A microBUCK DC/DC converter with PMBus4.5 V to 20 V input 40 A microBUCK DC/DC converter with PMBus4.5 V to 60 V input, 6 A, microBRICK® DC/DC regulator module5 A, 4.5 V to 55 V input, 100 kHz to 2 MHz, synchronous microBUCK regulator6 A, 4.5 V to 45 V input, 100 kHz to 2 MHz, synchronous buck regulator6 A, 4.5 V to 60 V input, 100 kHz to 2 MHz, synchronous buck regulator6 A, 4.5 V to 60 V input, 100 kHz to 2 MHz, synchronous microBUCK regulator6 A, 33 mΩ, 2.8 V to 23 V, programmable OVP and current limit, latch-off on fault6 A, 33 mΩ, 2.8 V to 23 V,programmable OVP and current limit, auto retry on fault6 V to 28 V, 56 mΩ, programmable current limit and slew rate, auto-retry on fault6 V to 28 V, 56 mΩ, programmable current limit and slew rate, latch-off on fault6 V to 28 V, 99 mΩ, programmable current limit and slew rate, auto retry on fault7 V (D-S), N-Channel Switch in WCSP38 A, 3 V to 28 V input, 300 kHz, 500 kHz, 750 kHz, 1 MHz, synchronous buck regulator with power save mode, requires external 5 V bias8 A, 3 V to 28 V input, 300 kHz, 500 kHz, 750 kHz, 1 MHz, synchronous buck regulator with ultrasonic mode, requires external 5 V bias8 A, 4.5 V to 28 V input, 300 kHz, 500 kHz, 750 kHz, 1 MHz, synchronous buck regulator with power save mode and internal 5 V bias8 A, 4.5 V to 28 V input, 300 kHz, 500 kHz, 750 kHz, 1 MHz, synchronous buck regulator with ultrasonic mode and internal 5 V bias8 A, 4.5 V to 55 V input, 100 kHz to 2 MHz, synchronous microBUCK regulator10 A, 4.5 V to 60 V input, 100 kHz to 2 MHz, synchronous buck regulator10 A, 4.5 V to 60 V input,100 kHz to 2 MHz,synchronous microBUCKregulator12 A, 3 V to 28 V input, 300 kHz, 500 kHz, 750 kHz, 1 MHz, synchronous buck regulator with power save mode, requires external 5 V bias12 A, 3 V to 28 V input, 300 kHz, 500 kHz, 750 kHz, 1 MHz, synchronous buck regulator with ultrasonic mode, requires external 5 V bias12 A, 4.5 V to 28 V input, 300 kHz, 500 kHz, 750 kHz, 1 MHz, synchronous buck regulator with power save mode and internal 5 V bias12 A, 4.5 V to 28 V input, 300 kHz, 500 kHz, 750 kHz, 1 MHz, synchronous buck regulator with ultrasonic mode and internal 5 V bias12 A, 4.5 V to 55 V input, 100 kHz to 2 MHz, synchronous microBUCK regulator12 A, 4.5 V to 55 V input,100 kHz to 2 MHz,synchronous microBUCKregulator24A,3V to 24V in,up to 1MHz,Synch. Buck Regulator30 A power stage, 4.5 VIN to 24 VIN, 5 V PWM with ZCD, PS4 mode35 A power stage, 4.5 VIN to 24 VIN, 5 V PWM with ZCD, PS4 mode40 A power stage, 4.5 VIN to 24 VIN, 5 V PWM with ZCD, PS4 mode40 A smart power stage, 4.5 VIN to 18 VIN,
3.3 V PWM40 A smart power stage, 4.5 VIN to 18 VIN,
5 V PWM50 A power stage plus, 2.5 VIN to 16 VIN, 3.3 V PWM with ZCD, PS4 mode50 A power stage plus, 2.5 VIN to 16 VIN, 5 V PWM with ZCD, PS4 mode50 A Power stage plus, 2.5 VIN to 24 VIN, 3.3 V PWM with ZCD mode50 A power stage plus, 2.5 VIN to 24 VIN, 3.3 V PWM with ZCD, PS4 mode50 A Power stage plus, 2.5 VIN to 24 VIN, 5 V PWM with ZCD mode50 A power stage plus, 2.5 VIN to 24 VIN, 5 V PWM with ZCD, PS4 mode50 A power stage, 2.7 VIN to 24 VIN, 3.3 V PWM with ZCD mode50 A power stage, 2.7 VIN to 24 VIN, 5 V PWM with ZCD mode50 A power stage, 4.5 VIN to 16 VIN, 5 V PWM with ZCD, PS4 mode50 A power stage, 4.5 VIN to 18 VIN, 3.3 V PWM with diode emulation mode50 A power stage, 4.5 VIN to 18 VIN, 5 V PWM with diode emulation mode50 A power stage, 4.5 VIN to 24 VIN, 3.3 V PWM with ZCD mode50 A power stage, 4.5 VIN to 24 VIN, 3.3 V PWM with ZCD, PS4 mode50 A power stage, 4.5 VIN to 24 VIN, 5 V PWM with ZCD mode50 A power stage, 4.5 VIN to 24 VIN, 5 V PWM with ZCD, PS4 mode50 A, 4.5 V to 24 V, 5 V PWM, Power stage with ZCD, with PS4 mode50A, 4.5V - 24V,  5.0V PWM, VRPower with ZCD, with PS4 mode55 A power stage plus, 4.5 VIN to 24 VIN, 3.3 V PWM with ZCD, PS4 mode55 A power stage plus, 4.5 VIN to 24 VIN, 5 V PWM with ZCD, PS4 mode60 A power stage plus, 2.5 VIN to 16 VIN, 3.3 V PWM with ZCD, PS4 mode60 A power stage plus, 2.5 VIN to 16 VIN, 5 V PWM with ZCD, PS4 mode60 A power stage, 4.5 VIN to 18 VIN, 3.3 V PWM with diode emulation mode60 A power stage, 4.5 VIN to 18 VIN, 3.3 V PWM with ZCD mode60 A power stage, 4.5 VIN to 18 VIN, 3.3 V PWM with ZCD mode, dual side cooling60 A power stage, 4.5 VIN to 18 VIN, 5 V PWM with diode emulation mode60 A power stage, 4.5 VIN to 18 VIN, 5 V PWM with ZCD mode60 A power stage, 4.5 VIN to 18 VIN, 5 V PWM with ZCD mode, dual side cooling60 A power stage, 4.5 VIN to 18 VIN, 5 V PWM with ZCD, PS4 mode60 A smart ower stage, 4.5 VIN to 18 VIN,
 3.3 V PWM60 A smart power stage, 4.5 VIN to 18 VIN,
 5 V PWM60 A smart power stage, 4.5 VIN to 18 VIN, 3.3 V PWM with diode emulation mode60 A smart power stage, 4.5 VIN to 18 VIN, 5 V PWM with diode emulation mode70 A smart power stage, 4.5 VIN to 16 VIN, 
3.3 V PWM with diode emulation mode70 A smart power stage, 4.5 VIN to 16 VIN, 
5 V PWM with diode emulation mode70 A smart power stage, 4.5 VIN to 21 VIN, 
3.3 V PWM with diode emulation70 A smart power stage, 4.5 VIN to 21 VIN, 
5 V PWM with diode emulation80 A smart power stage, 4.5 VIN to 16 VIN, 
3.3 V PWM with diode emulation mode80 A smart power stage, 4.5 VIN to 16 VIN, 
5 V PWM with diode emulation mode80 A smart power stage, 4.5 VIN to 16 VIN, 3.3 V PWM with diode emulation mode80 A smart power stage, 4.5 VIN to 16 VIN, 5 V PWM with diode emulation mode80 A smart power stage, 4.5 VIN to 19 VIN, 
3.3 V PWM with diode emulation mode80 A smart power stage, 4.5 VIN to 19 VIN, 
5 V PWM with diode emulation mode100 A smart power stage, 4.5 VIN to 16 VIN, 
3.3 V PWM with diode emulation mode100 A smart power stage, 4.5 VIN to 16 VIN, 
5 V PWM with diode emulation modeBattery Monitor and Protective Discharge ICDual switch, 1.1 V to 5.5 V, 150 μs rise time, reversed EN logic","Product type▲▼(all)Battery and ProtectionHot swap, eFuse, slew rate, current reportmicroBRICK® (step down regulator)microBRICK® (step down regulator)?microBUCKmicroBUCK
(step down regulator)microBUCK (Step Down Regulator)microBUCK (step down regulator)OR-ing switchSlew rateSlew RateSlew rate, current limitSlew rate, true bidirectionalVRPower (DrMOS)",VinMin.(V)▲▼(all)0.80.91.11.21.51.82.32.52.72.834.56910,VinMax.(V)▲▼(all)2.55.56151618192021242528455560,Package▲▼(all)µDFN-4LDFN33-10LMLP55-32PowerPAK LP55-31LPowerPak MLP 44-24LPowerPAK MLP24-45LPowerPAK MLP24-54PowerPAK MLP29-55PowerPAK MLP32-55PowerPAK MLP34-57PowerPAK MLP39-65PowerPAK MLP44-24LPowerPAK MLP54-A6CPowerPAK MLP55-27LPowerPAK MLP55-30LPowerPAK MLP55-31LPowerPAK MLP55-31L double coolingPowerPAK MLP55-32LPowerPAK MLP55-32L double coolingPowerPAK MLP60-A6CPowerPAK MLP66-40LPowerPAK MLP4535-22LPowerPAK SC-75-6PowerPAK® MLP39-65PowerPAK® MLP66-40LQFN16-33GQFN32-55SC-70-6TDFN4TDFN8TSOT23-6WCSPWCSP4WCSP6WCSP9WCSP12,"PackageSize(W,L,H)(mm)▲▼(all)0.75 x 1.6 x 0.50.8 x 0.8 x 0.50.96 x 0.96 x 0.271.0 x 1.0 x 0.351.0 x 1.5 x 0.51.2 x 1.6 x 0.51.25 x 1.25 x 0.61.3 x 1.7 x 0.52.0 x 2.0 x 0.53.0 x 2.9 x 1.03.0 x 3.0 x 0.83.0 x 3.0 x 0.94 x 4 x 0.754.0 x 4.0 x 0.754.0 x 5.0 x 0.604.0 x 5.0 x 0.754.5 x 3.5 x 0.755 x 5 x 0.75 x 5 x 0.85 x 5 x 0.755 x 5 x 15.0 x 5.0 x 0.605.0 x 5.0 x 0.705.0 x 5.0 x 0.755.0 x 5.0 x 0.855.0 x 6.0 x 0.755.0 x 7.0 x 0.756.0 x 6.0 x 0.7510.6 x 6.5 x 3",Image path
SiC32201,New,"0.45 mO, integrated OR-ing switch with OR-ing controller, lossless current sense, and temperature report",OR-ing switch,9,18,PowerPAK® MLP66-40L,6.0 x 6.0 x 0.75,
SiC32201,New,"0.45 mO, integrated OR-ing switch with OR-ing controller, lossless current sense, and temperature report",OR-ing switch,9,18,PowerPAK® MLP66-40L,6.0 x 6.0 x 0.75,
SiC32301,,"0.6 mΩ, hot-swap eFuse, IMON, PGD, D_OC report latch on fault","Hot swap, eFuse, slew rate, current report",4.5,25,MLP55-32,5 x 5 x 0.8,
SiC32302,,"0.6 mΩ, hot-swap eFuse, IMON, PGD, D_OC report latch on fault","Hot swap, eFuse, slew rate, current report",4.5,25,MLP55-32,5 x 5 x 0.8,
SiC32303,,"0.6 mΩ, hot-swap eFuse, IMON, PGD, D_OC report latch on fault","Hot swap, eFuse, slew rate, current report",4.5,25,MLP55-32,5 x 5 x 0.8,
SiC32304,,"0.6 mΩ, hot-swap eFuse, IMON, PGD, D_OC report latch on fault","Hot swap, eFuse, slew rate, current report",4.5,25,MLP55-32,5 x 5 x 0.8,
SiC32309,,"0.6 mΩ, hot-swap eFuse, IMON, GOK, D_OC report latch on fault","Hot swap, eFuse, slew rate, current report",4.5,25,PowerPAK MLP32-55,5 x 5 x 1,
SiC32311,,"0.6 mΩ, hot-swap eFuse, IMON, GOK, D_OC report latch on fault","Hot swap, eFuse, slew rate, current report",4.5,25,PowerPAK MLP32-55,5 x 5 x 1,
SIC431,Active,"24A,3V to 24V in,up to 1MHz,Synch. Buck Regulator",microBUCK (Step Down Regulator),3,24,PowerPak MLP 44-24L,4.0 x 4.0 x 0.75,
SiC437A,New,"12 A, 4.5 V to 28 V input, 300 kHz, 500 kHz, 750 kHz, 1 MHz, synchronous buck regulator with ultrasonic mode and internal 5 V bias",microBUCK (step down regulator),4.5,28,PowerPAK MLP44-24L,4 x 4 x 0.75,
SiC437B,New,"12 A, 4.5 V to 28 V input, 300 kHz, 500 kHz, 750 kHz, 1 MHz, synchronous buck regulator with power save mode and internal 5 V bias",microBUCK (step down regulator),4.5,28,PowerPAK MLP44-24L,4 x 4 x 0.75,
SiC437C,New,"12 A, 3 V to 28 V input, 300 kHz, 500 kHz, 750 kHz, 1 MHz, synchronous buck regulator with ultrasonic mode, requires external 5 V bias",microBUCK (step down regulator),3,28,PowerPAK MLP44-24L,4 x 4 x 0.75,
SiC437D,New,"12 A, 3 V to 28 V input, 300 kHz, 500 kHz, 750 kHz, 1 MHz, synchronous buck regulator with power save mode, requires external 5 V bias",microBUCK (step down regulator),3,28,PowerPAK MLP44-24L,4 x 4 x 0.75,
SiC438A,Active,"8 A, 4.5 V to 28 V input, 300 kHz, 500 kHz, 750 kHz, 1 MHz, synchronous buck regulator with ultrasonic mode and internal 5 V bias",microBUCK (step down regulator),4.5,28,PowerPAK MLP44-24L,4 x 4 x 0.75,
SiC438B,Active,"8 A, 4.5 V to 28 V input, 300 kHz, 500 kHz, 750 kHz, 1 MHz, synchronous buck regulator with power save mode and internal 5 V bias",microBUCK (step down regulator),4.5,28,PowerPAK MLP44-24L,4 x 4 x 0.75,
SiC438C,Active,"8 A, 3 V to 28 V input, 300 kHz, 500 kHz, 750 kHz, 1 MHz, synchronous buck regulator with ultrasonic mode, requires external 5 V bias",microBUCK (step down regulator),3,28,PowerPAK MLP44-24L,4 x 4 x 0.75,
SiC438D,Active,"8 A, 3 V to 28 V input, 300 kHz, 500 kHz, 750 kHz, 1 MHz, synchronous buck regulator with power save mode, requires external 5 V bias",microBUCK (step down regulator),3,28,PowerPAK MLP44-24L,4 x 4 x 0.75,
SiC448,New,"6 A, 4.5 V to 45 V input, 100 kHz to 2 MHz, synchronous buck regulator",microBUCK (step down regulator),4.5,45,PowerPAK MLP55-27L,5 x 5 x 0.75,
SiC450,New,4.5 V to 20 V input 40 A microBUCK DC/DC converter with PMBus,microBUCK,4.5,20,PowerPAK MLP34-57,5.0 x 7.0 x 0.75,
SiC451,New,4.5 V to 20 V input 25 A microBUCK DC/DC converter with PMBus,microBUCK,4.5,20,PowerPAK MLP34-57,5.0 x 7.0 x 0.75,
SiC453,New,4.5 V to 20 V input 15 A microBUCK DC/DC converter with PMBus,microBUCK,4.5,20,PowerPAK MLP34-57,5.0 x 7.0 x 0.75,
SiC454,New,4.5 V to 20 V input 12 A microBUCK DC/DC converter with PMBus,microBUCK,4.5,20,PowerPAK MLP29-55,5.0 x 5.0 x 0.75,
SiC461,Active,"10 A, 4.5 V to 60 V input, 100 kHz to 2 MHz, synchronous buck regulator","microBUCK
(step down regulator)",4.5,60,PowerPAK MLP55-27L,5 x 5 x 0.75,
SiC462,Active,"6 A, 4.5 V to 60 V input, 100 kHz to 2 MHz, synchronous buck regulator","microBUCK
(step down regulator)",4.5,60,PowerPAK MLP55-27L,5 x 5 x 0.75,
SiC463,Active,"4 A, 4.5 V to 60 V input, 100 kHz to 2 MHz, synchronous buck regulator","microBUCK
(step down regulator)",4.5,60,PowerPAK MLP55-27L,5 x 5 x 0.75,
SiC464,Active,"2 A, 4.5 V to 60 V input, 100 kHz to 2 MHz, synchronous buck regulator","microBUCK
(step down regulator)",4.5,60,PowerPAK MLP55-27L,5 x 5 x 0.75,
SiC466,New,"10 A, 4.5 V to 60 V input,100 kHz to 2 MHz,synchronous microBUCKregulator",microBUCK (step down regulator),4.5,60,PowerPAK MLP55-27L,5 x 5 x 0.75,
SiC467,New,"6 A, 4.5 V to 60 V input, 100 kHz to 2 MHz, synchronous microBUCK regulator",microBUCK (step down regulator),4.5,60,PowerPAK MLP55-27L,5 x 5 x 0.75,
SiC468,New,"4 A, 4.5 V to 60 V input, 100 kHz to 2 MHz, synchronous microBUCK regulator",microBUCK (step down regulator),4.5,60,PowerPAK MLP55-27L,5 x 5 x 0.75,
SiC469,New,"2 A, 4.5 V to 60 V input, 100 kHz to 2 MHz, synchronous microBUCK regulator",microBUCK (step down regulator),4.5,60,PowerPAK MLP55-27L,5 x 5 x 0.75,
SiC471,New,"12 A, 4.5 V to 55 V input, 100 kHz to 2 MHz, synchronous microBUCK regulator","microBUCK
(step down regulator)",4.5,55,PowerPAK MLP55-27L,5 x 5 x 0.75,
SiC472,New,"8 A, 4.5 V to 55 V input, 100 kHz to 2 MHz, synchronous microBUCK regulator","microBUCK
(step down regulator)",4.5,55,PowerPAK MLP55-27L,5 x 5 x 0.75,
SiC473,New,"5 A, 4.5 V to 55 V input, 100 kHz to 2 MHz, synchronous microBUCK regulator","microBUCK
(step down regulator)",4.5,55,PowerPAK MLP55-27L,5 x 5 x 0.75,
SiC474,New,"3 A, 4.5 V to 55 V input, 100 kHz to 2 MHz, synchronous microBUCK regulator","microBUCK
(step down regulator)",4.5,55,PowerPAK MLP55-27L,5 x 5 x 0.75,
SiC476,New,"12 A, 4.5 V to 55 V input,100 kHz to 2 MHz,synchronous microBUCKregulator",microBUCK (step down regulator),4.5,55,PowerPAK MLP55-27L,5 x 5 x 0.75,
SiC477,New,"8 A, 4.5 V to 55 V input, 100 kHz to 2 MHz, synchronous microBUCK regulator",microBUCK (step down regulator),4.5,55,PowerPAK MLP55-27L,5 x 5 x 0.75,
SiC478,New,"5 A, 4.5 V to 55 V input, 100 kHz to 2 MHz, synchronous microBUCK regulator",microBUCK (step down regulator),4.5,55,PowerPAK MLP55-27L,5 x 5 x 0.75,
SiC479,New,"3 A, 4.5 V to 55 V input, 100 kHz to 2 MHz, synchronous microBUCK regulator",microBUCK (step down regulator),4.5,55,PowerPAK MLP55-27L,5 x 5 x 0.75,
SiC533,Active,"35 A power stage, 4.5 VINto 24 VIN, 5 V PWM with ZCD, PS4 mode",VRPower (DrMOS),4.5,24,PowerPAK MLP4535-22L,4.5 x 3.5 x 0.75,
SiC534,Active,"30 A power stage, 4.5 VINto 24 VIN, 5 V PWM with ZCD, PS4 mode",VRPower (DrMOS),4.5,24,PowerPAK MLP4535-22L,4.5 x 3.5 x 0.75,
SiC544,Active,"40 A power stage, 4.5 VINto 24 VIN, 5 V PWM with ZCD, PS4 mode",VRPower (DrMOS),4.5,24,PowerPAK MLP4535-22L,4.5 x 3.5 x 0.75,
SiC545,Active,"30 A power stage, 4.5 VINto 24 VIN, 5 V PWM with ZCD, PS4 mode",VRPower (DrMOS),4.5,24,PowerPAK MLP4535-22L,4.5 x 3.5 x 0.75,
SiC546,New,"40 A power stage, 4.5 VINto 24 VIN, 5 V PWM with ZCD, PS4 mode",VRPower (DrMOS),4.5,24,PowerPAK MLP4535-22L,4.5 x 3.5 x 0.75,
SiC547,New,"35 A power stage, 4.5 VINto 24 VIN, 5 V PWM with ZCD, PS4 mode",VRPower (DrMOS),4.5,24,PowerPAK MLP4535-22L,4.5 x 3.5 x 0.75,
SiC550,New,"40 A smart power stage, 4.5 VINto 18 VIN,
5 V PWM",VRPower (DrMOS),4.5,18,PowerPAK MLP24-54,4.0 x 5.0 x 0.75,
SiC550A,New,"40 A smart power stage, 4.5 VINto 18 VIN,
3.3 V PWM",VRPower (DrMOS),4.5,18,PowerPAK MLP24-54,4.0 x 5.0 x 0.75,
SiC575A,Active,"60 A smart power stage, 4.5 VINto 18 VIN, 3.3 V PWM with diode emulation mode",VRPower (DrMOS),4.5,18,PowerPAK MLP24-45L,4.0 x 5.0 x 0.60,
SiC620,Active,"60 A power stage, 4.5 VINto 18 VIN, 5 V PWM with ZCD mode",VRPower (DrMOS),4.5,18,PowerPAK MLP55-31L,5.0 x 5.0 x 0.75,
SiC620A,Active,"60 A power stage, 4.5 VINto 18 VIN, 3.3 V PWM with ZCD mode",VRPower (DrMOS),4.5,18,PowerPAK MLP55-31L,5.0 x 5.0 x 0.75,
SiC620AR,Active,"60 A power stage, 4.5 VINto 18 VIN, 3.3 V PWM with ZCD mode, dual side cooling",VRPower (DrMOS),4.5,18,PowerPAK MLP55-31L double cooling,5.0 x 5.0 x 0.60,
