Part Number▲▼(all)SIC431SiC437ASiC437BSiC437CSiC437DSiC438ASiC438BSiC438CSiC438DSiC448SiC450SiC451SiC453SiC461SiC462SiC463SiC464SiC466SiC467SiC468SiC469SiC471SiC472SiC473SiC474SiC476SiC477SiC478SiC479SiC533SiC534SiC544SiC545SiC546SiC547SiC550SiC550ASiC575ASiC620SiC620ASiC620ARSiC620RSiC621SiC631SiC632SiC632ASiC634SiC638SiC638ASiC639SiC639ASiC645SiC645ASiC647SiC648SiC648ASiC651SiC651ASiC652SiC652ASiC657SiC657ASiC660SiC660ASiC673SiC675ASiC788SiC788ASiC789SiC789ASiC820SiC820ASiC822SiC822ASiC825SiC825ASiC830SiC830ASiC832SiC832ASiC840SiC840ASiC931SiC967SiP2204SiP4282SiP4282ASiP12109SiP32408SiP32409SiP32411SiP32413SiP32414SiP32416SiP32419SiP32429SiP32430SiP32431DNSiP32431DRSiP32432DNSiP32432DRSiP32433ASiP32433BSIP32434ASIP32434BSiP32451SiP32452SiP32453SiP32454SiP32455SiP32458SiP32459SiP32460SiP32461SiP32462SiP32467SiP32468SiP32475SiP32501SiP32508SiP32509SiP32510,"Description▲▼(all)0.5 A power stage, 10 VIN to 24 VIN, 3.3 V and 5.5 V PWM with - mode0.8 V to 2.5 V, 28 mΩ, 1.5 ms rise time0.8 V to 2.5 V, 28 mΩ, 1.5 ms rise time, output discharge0.9 V to 2.5 V, 55 mΩ, bidirectional off isolation, fast turn on / off0.9 V to 2.5 V, 55 mΩ, bidirectional off isolation, fast turn on / off, output discharge0.9 V to 2.5 V, 55 mΩ, bidirectional off isolation, fast turn on and 98 µs turn off delay0.9 V to 2.5 V, 66 mΩ, 9.8 µs rise time, load switch1.1 V to 5 V, 62 mΩ, 150 μs rise time, output discharge1.1 V to 5 V, 101 mΩ, 150 μs rise time, output discharge1.1 V to 5.5 V, 2.5 ms rise time, output discharge1.1 V to 5.5 V, 42 mΩ, 2.5 ms rise time, bidirectional off isolation1.1 V to 5.5 V, 42 mΩ, 2.5 ms rise time, bidirectional off isolation, output discharge1.1 V to 5.5 V, 44 mΩ, 2.5 ms rise time, bidirectional off isolation1.1 V to 5.5 V, 44 mΩ, 2.5 ms rise time, bidirectional off isolation, output discharge1.1 V to 5.5 V, 150 μs rise time, output discharge1.2 V to 5.5 V, 44 mΩ, 1.6 ms rise time with bidirectional off isolation, output discharge1.2 V to 5.5 V, 47 mΩ, 200 µs rise time, bidirectional off isolation, output discharge1.2 V to 5.5 V, 50 mΩ, 7.5 µs rise time, bidirectional off isolation1.2 V to 5.5 V, 50 mΩ, 200 µs rise time, bidirectional off isolation1.2 V to 5.5 V, 50 mΩ, 200 µs rise time, bidirectional off isolation, output discharge1.2 V to 5.5 V, 50 mΩ, EN active low, bidirectional off isolation1.2 V to 5.5 V, 50 mΩ, EN active low, bidirectional off isolation, output discharge1.5 V to 5.5 V, 20 mΩ, bidirectional off isolation1.5 V to 5.5 V, 20 mΩ, output discharge1.5 V to 5.5 V, 105 mΩ, 10 pA IQ, bidirectional off isolation, EN active high1.5 V to 5.5 V, 105 mΩ, 10 pA IQ, bidirectional off isolation, EN active low1.5 V to 5.5 V, 105 mΩ, 100 µs rise time1.5 V to 5.5 V, 147 mΩ, 10 pA IQ, bidirectional off isolation, EN active high1.5 V to 5.5 V, 147 mΩ, 10 pA IQ, bidirectional off isolation, EN active low1.8 V to 5.5 V, 105 mΩ, 100 µs rise time, with UVLO2 A, 4.5 V to 60 V input, 100 kHz to 2 MHz, synchronous buck regulator2 A, 4.5 V to 60 V input, 100 kHz to 2 MHz, synchronous microBUCK regulator3 A, 4.5 V to 55 V input, 100 kHz to 2 MHz, synchronous microBUCK regulator3.5 A, 78 mΩ, 2.8 V to 23 V, programmable OVP and current limit, active reverse blocking, auto retry on fault3.5 A, 78 mΩ, 2.8 V to 23 V, programmable OVP and current limit, active reverse blocking, latch-off on fault4 A, 4.5 V to 15 V input, 1.5 MHz synchronous buck regulator4 A, 4.5 V to 60 V input, 100 kHz to 2 MHz, synchronous buck regulator4 A, 4.5 V to 60 V input, 100 kHz to 2 MHz, synchronous microBUCK regulator4.5 V to 18 V input, 20 A microBRICK® DC/DC regulator module4.5 V to 20 V input 15 A microBUCK DC/DC converter with PMBus4.5 V to 20 V input 25 A microBUCK DC/DC converter with PMBus4.5 V to 20 V input 40 A microBUCK DC/DC converter with PMBus4.5 V to 60 V input, 6 A, microBRICK® DC/DC regulator module5 A, 4.5 V to 55 V input, 100 kHz to 2 MHz, synchronous microBUCK regulator6 A, 4.5 V to 45 V input, 100 kHz to 2 MHz, synchronous buck regulator6 A, 4.5 V to 60 V input, 100 kHz to 2 MHz, synchronous buck regulator6 A, 4.5 V to 60 V input, 100 kHz to 2 MHz, synchronous microBUCK regulator6 A, 33 mΩ, 2.8 V to 23 V, programmable OVP and current limit, latch-off on fault6 A, 33 mΩ, 2.8 V to 23 V,programmable OVP and current limit, auto retry on fault6 V to 28 V, 56 mΩ, programmable current limit and slew rate, auto-retry on fault6 V to 28 V, 56 mΩ, programmable current limit and slew rate, latch-off on fault6 V to 28 V, 99 mΩ, programmable current limit and slew rate, auto retry on fault8 A, 3 V to 28 V input, 300 kHz, 500 kHz, 750 kHz, 1 MHz, synchronous buck regulator with power save mode, requires external 5 V bias8 A, 3 V to 28 V input, 300 kHz, 500 kHz, 750 kHz, 1 MHz, synchronous buck regulator with ultrasonic mode, requires external 5 V bias8 A, 4.5 V to 28 V input, 300 kHz, 500 kHz, 750 kHz, 1 MHz, synchronous buck regulator with power save mode and internal 5 V bias8 A, 4.5 V to 28 V input, 300 kHz, 500 kHz, 750 kHz, 1 MHz, synchronous buck regulator with ultrasonic mode and internal 5 V bias8 A, 4.5 V to 55 V input, 100 kHz to 2 MHz, synchronous microBUCK regulator10 A, 4.5 V to 60 V input, 100 kHz to 2 MHz, synchronous buck regulator10 A, 4.5 V to 60 V input,100 kHz to 2 MHz,synchronous microBUCKregulator12 A, 3 V to 28 V input, 300 kHz, 500 kHz, 750 kHz, 1 MHz, synchronous buck regulator with power save mode, requires external 5 V bias12 A, 3 V to 28 V input, 300 kHz, 500 kHz, 750 kHz, 1 MHz, synchronous buck regulator with ultrasonic mode, requires external 5 V bias12 A, 4.5 V to 28 V input, 300 kHz, 500 kHz, 750 kHz, 1 MHz, synchronous buck regulator with power save mode and internal 5 V bias12 A, 4.5 V to 28 V input, 300 kHz, 500 kHz, 750 kHz, 1 MHz, synchronous buck regulator with ultrasonic mode and internal 5 V bias12 A, 4.5 V to 55 V input, 100 kHz to 2 MHz, synchronous microBUCK regulator12 A, 4.5 V to 55 V input,100 kHz to 2 MHz,synchronous microBUCKregulator24A,3V to 24V in,up to 1MHz,Synch. Buck Regulator30 A power stage, 4.5 VIN to 24 VIN, 5 V PWM with ZCD, PS4 mode35 A power stage, 4.5 VIN to 24 VIN, 5 V PWM with ZCD, PS4 mode40 A power stage, 4.5 VIN to 24 VIN, 5 V PWM with ZCD, PS4 mode40 A smart power stage, 4.5 VIN to 18 VIN,
3.3 V PWM40 A smart power stage, 4.5 VIN to 18 VIN,
5 V PWM50 A power stage plus, 2.5 VIN to 24 VIN, 3.3 V PWM with ZCD, PS4 mode50 A power stage plus, 2.5 VIN to 24 VIN, 5 V PWM with ZCD, PS4 mode50 A power stage, 2.7 VIN to 24 VIN, 3.3 V PWM with ZCD mode50 A power stage, 2.7 VIN to 24 VIN, 5 V PWM with ZCD mode50 A power stage, 4.5 VIN to 16 VIN, 5 V PWM with ZCD, PS4 mode50 A power stage, 4.5 VIN to 18 VIN, 3.3 V PWM with diode emulation mode50 A power stage, 4.5 VIN to 18 VIN, 5 V PWM with diode emulation mode50 A power stage, 4.5 VIN to 24 VIN, 3.3 V PWM with ZCD mode50 A power stage, 4.5 VIN to 24 VIN, 3.3 V PWM with ZCD, PS4 mode50 A power stage, 4.5 VIN to 24 VIN, 5 V PWM with ZCD mode50 A power stage, 4.5 VIN to 24 VIN, 5 V PWM with ZCD, PS4 mode50 A, 4.5 V to 24 V, 5 V PWM, Power stage with ZCD, with PS4 mode50A, 4.5V - 24V,  5.0V PWM, VRPower with ZCD, with PS4 mode55 A power stage plus, 4.5 VIN to 24 VIN, 3.3 V PWM with ZCD, PS4 mode55 A power stage plus, 4.5 VIN to 24 VIN, 5 V PWM with ZCD, PS4 mode60 A power stage plus, 2.5 VIN to 16 VIN, 3.3 V PWM with ZCD, PS4 mode60 A power stage plus, 2.5 VIN to 16 VIN, 5 V PWM with ZCD, PS4 mode60 A power stage, 4.5 VIN to 18 VIN, 3.3 V PWM with diode emulation mode60 A power stage, 4.5 VIN to 18 VIN, 3.3 V PWM with ZCD mode60 A power stage, 4.5 VIN to 18 VIN, 3.3 V PWM with ZCD mode, dual side cooling60 A power stage, 4.5 VIN to 18 VIN, 5 V PWM with diode emulation mode60 A power stage, 4.5 VIN to 18 VIN, 5 V PWM with ZCD mode60 A power stage, 4.5 VIN to 18 VIN, 5 V PWM with ZCD mode, dual side cooling60 A power stage, 4.5 VIN to 18 VIN, 5 V PWM with ZCD, PS4 mode60 A smart ower stage, 4.5 VIN to 18 VIN,
 3.3 V PWM60 A smart power stage, 4.5 VIN to 18 VIN,
 5 V PWM60 A smart power stage, 4.5 VIN to 18 VIN, 3.3 V PWM with diode emulation mode60 A smart power stage, 4.5 VIN to 18 VIN, 5 V PWM with diode emulation mode70 A smart power stage, 4.5 VIN to 16 VIN, 
3.3 V PWM with diode emulation mode70 A smart power stage, 4.5 VIN to 16 VIN, 
5 V PWM with diode emulation mode70 A smart power stage, 4.5 VIN to 21 VIN, 
3.3 V PWM with diode emulation70 A smart power stage, 4.5 VIN to 21 VIN, 
5 V PWM with diode emulation80 A smart power stage, 4.5 VIN to 16 VIN, 
3.3 V PWM with diode emulation mode80 A smart power stage, 4.5 VIN to 16 VIN, 
5 V PWM with diode emulation mode80 A smart power stage, 4.5 VIN to 16 VIN, 3.3 V PWM with diode emulation mode80 A smart power stage, 4.5 VIN to 16 VIN, 5 V PWM with diode emulation mode80 A smart power stage, 4.5 VIN to 19 VIN, 
3.3 V PWM with diode emulation mode80 A smart power stage, 4.5 VIN to 19 VIN, 
5 V PWM with diode emulation mode100 A smart power stage, 4.5 VIN to 16 VIN, 
3.3 V PWM with diode emulation mode100 A smart power stage, 4.5 VIN to 16 VIN, 
5 V PWM with diode emulation modeDual switch, 1.1 V to 5.5 V, 150 μs rise time, reversed EN logic",VinMin.(V)▲▼(all)0.80.91.11.21.51.82.52.72.834.5610,VinMax.(V)▲▼(all)2.55.51516181920212428455560,Package▲▼(all)µDFN-4LDFN33-10LPowerPAK LP55-31LPowerPak MLP 44-24LPowerPAK MLP24-45LPowerPAK MLP24-54PowerPAK MLP34-57PowerPAK MLP39-65PowerPAK MLP44-24LPowerPAK MLP54-A6CPowerPAK MLP55-27LPowerPAK MLP55-30LPowerPAK MLP55-31LPowerPAK MLP55-31L double coolingPowerPAK MLP55-32LPowerPAK MLP55-32L double coolingPowerPAK MLP60-A6CPowerPAK MLP66-40LPowerPAK MLP4535-22LPowerPAK SC-75-6PowerPAK® MLP39-65QFN16-33GQFN32-55SC-70-6TDFN4TDFN8TSOT23-6WCSP4WCSP6,Image path
SiC631,"50A, 4.5V - 24V,  5.0V PWM, VRPower with ZCD, with PS4 mode",4.5,24,PowerPAK MLP55-31L,
SIC431,"24A,3V to 24V in,up to 1MHz,Synch. Buck Regulator",3,24,PowerPak MLP 44-24L,
SiP12109,"4 A, 4.5 V to 15 V input, 1.5 MHz synchronous buck regulator",4.5,15,QFN16-33G,
SiC621,"60 A power stage, 4.5 VINto 18 VIN, 5 V PWM with ZCD, PS4 mode",4.5,18,PowerPAK MLP55-31L,
SiC638,"50 A power stage, 2.7 VINto 24 VIN, 5 V PWM with ZCD mode",2.7,24,PowerPAK MLP55-31L,
SiC638A,"50 A power stage, 2.7 VINto 24 VIN, 3.3 V PWM with ZCD mode",2.7,24,PowerPAK MLP55-31L,
SiC639,"50 A power stage, 2.7 VINto 24 VIN, 5 V PWM with ZCD mode",2.7,24,PowerPAK MLP55-31L,
SiC639A,"50 A power stage, 2.7 VINto 24 VIN, 3.3 V PWM with ZCD mode",2.7,24,PowerPAK MLP55-31L,
SiC634,"50 A power stage, 4.5 VINto 24 VIN, 5 V PWM with ZCD, PS4 mode",4.5,24,PowerPAK MLP55-31L,
SiC620,"60 A power stage, 4.5 VINto 18 VIN, 5 V PWM with ZCD mode",4.5,18,PowerPAK MLP55-31L,
SiC620A,"60 A power stage, 4.5 VINto 18 VIN, 3.3 V PWM with ZCD mode",4.5,18,PowerPAK MLP55-31L,
SiC789,"60 A power stage, 4.5 VINto 18 VIN, 5 V PWM with diode emulation mode",4.5,18,PowerPAK MLP66-40L,
SiC789A,"60 A power stage, 4.5 VINto 18 VIN, 3.3 V PWM with diode emulation mode",4.5,18,PowerPAK MLP66-40L,
SiC788,"50 A power stage, 4.5 VINto 18 VIN, 5 V PWM with diode emulation mode",4.5,18,PowerPAK MLP66-40L,
SiC788A,"50 A power stage, 4.5 VINto 18 VIN, 3.3 V PWM with diode emulation mode",4.5,18,PowerPAK MLP66-40L,
SiC632,"50 A power stage, 4.5 VINto 24 VIN, 5 V PWM with ZCD mode",4.5,24,PowerPAK MLP55-31L,
SiC632A,"50 A power stage, 4.5 VINto 24 VIN, 3.3 V PWM with ZCD mode",4.5,24,PowerPAK MLP55-31L,
SiP2204,"0.5 A power stage, 10 VINto 24 VIN, 3.3 V and 5.5 V PWM with - mode",10,24,QFN32-55,
SiC620R,"60 A power stage, 4.5 VINto 18 VIN, 5 V PWM with ZCD mode, dual side cooling",4.5,18,PowerPAK MLP55-31L double cooling,
SiC620AR,"60 A power stage, 4.5 VINto 18 VIN, 3.3 V PWM with ZCD mode, dual side cooling",4.5,18,PowerPAK MLP55-31L double cooling,
SiC645,"60 A smart power stage, 4.5 VINto 18 VIN, 5 V PWM with diode emulation mode",4.5,18,PowerPAK MLP55-32L double cooling,
SiC645A,"60 A smart power stage, 4.5 VINto 18 VIN, 3.3 V PWM with diode emulation mode",4.5,18,PowerPAK MLP55-32L double cooling,
SiC652,"55 A power stage plus, 4.5 VINto 24 VIN, 5 V PWM with ZCD, PS4 mode",4.5,24,PowerPAK MLP55-31L,
SiC652A,"55 A power stage plus, 4.5 VINto 24 VIN, 3.3 V PWM with ZCD, PS4 mode",4.5,24,PowerPAK MLP55-31L,
SiC657,"50 A power stage, 4.5 VINto 24 VIN, 5 V PWM with ZCD, PS4 mode",4.5,24,PowerPAK MLP55-31L,
SiC657A,"50 A power stage, 4.5 VINto 24 VIN, 3.3 V PWM with ZCD, PS4 mode",4.5,24,PowerPAK MLP55-31L,
SiP32510,"1.2 V to 5.5 V, 44 mΩ, 1.6 ms rise time with bidirectional off isolation, output discharge",1.2,5.5,TSOT23-6,
SiP32430,"6 V to 28 V, 99 mΩ, programmable current limit and slew rate, auto retry on fault",6,28,DFN33-10L,
SiP4282,"1.8 V to 5.5 V, 105 mΩ, 100 µs rise time, with UVLO",1.8,5.5,TDFN4,
SiP4282,"1.8 V to 5.5 V, 105 mΩ, 100 µs rise time, with UVLO",1.8,5.5,PowerPAK SC-75-6,
SiP4282A,"1.5 V to 5.5 V, 105 mΩ, 100 µs rise time",1.5,5.5,TDFN4,
SiP4282A,"1.5 V to 5.5 V, 105 mΩ, 100 µs rise time",1.5,5.5,PowerPAK SC-75-6,
SiP32411,"1.1 V to 5 V, 62 mΩ, 150 μs rise time, output discharge",1.1,5.5,TDFN4,
SiP32411,"1.1 V to 5 V, 101 mΩ, 150 μs rise time, output discharge",1.1,5.5,SC-70-6,
SiP32408,"1.1 V to 5.5 V, 42 mΩ, 2.5 ms rise time, bidirectional off isolation",1.1,5.5,TDFN4,
SiP32409,"1.1 V to 5.5 V, 42 mΩ, 2.5 ms rise time, bidirectional off isolation, output discharge",1.1,5.5,TDFN4,
SiP32413,"Dual switch, 1.1 V to 5.5 V, 150 μs rise time, reversed EN logic",1.1,5.5,TDFN8,
SiP32414,"1.1 V to 5.5 V, 150 μs rise time, output discharge",1.1,5.5,TDFN8,
SiP32416,"1.1 V to 5.5 V, 2.5 ms rise time, output discharge",1.1,5.5,TDFN8,
SiP32508,"1.1 V to 5.5 V, 44 mΩ, 2.5 ms rise time, bidirectional off isolation",1.1,5.5,TSOT23-6,
SiP32509,"1.1 V to 5.5 V, 44 mΩ, 2.5 ms rise time, bidirectional off isolation, output discharge",1.1,5.5,TSOT23-6,
SiP32431DN,"1.5 V to 5.5 V, 105 mΩ, 10 pA IQ, bidirectional off isolation, EN active high",1.5,5.5,TDFN4,
SiP32431DR,"1.5 V to 5.5 V, 147 mΩ, 10 pA IQ, bidirectional off isolation, EN active high",1.5,5.5,SC-70-6,
SiP32432DN,"1.5 V to 5.5 V, 105 mΩ, 10 pA IQ, bidirectional off isolation, EN active low",1.5,5.5,TDFN4,
SiP32432DR,"1.5 V to 5.5 V, 147 mΩ, 10 pA IQ, bidirectional off isolation, EN active low",1.5,5.5,SC-70-6,
SiP32501,"0.9 V to 2.5 V, 66 mΩ, 9.8 µs rise time, load switch",0.9,2.5,TDFN4,
SiP32451,"0.9 V to 2.5 V, 55 mΩ, bidirectional off isolation, fast turn on / off, output discharge",0.9,2.5,WCSP4,
SiP32452,"0.9 V to 2.5 V, 55 mΩ, bidirectional off isolation, fast turn on / off",0.9,2.5,WCSP4,
SiP32453,"0.9 V to 2.5 V, 55 mΩ, bidirectional off isolation, fast turn on and 98 µs turn off delay",0.9,2.5,WCSP4,
SiP32475,"1.2 V to 5.5 V, 47 mΩ, 200 µs rise time, bidirectional off isolation, output discharge",1.2,5.5,µDFN-4L,
